股票代码,股票名称,最新数据日期,最新收盘价,是否命中,命中策略,选股理由
000503,国新健康,2026-07-03,51.77668848,否,,
000504,南华生物,2026-07-03,20.25102954,否,,
000505,京粮控股,2026-07-03,24.833468,否,,
000506,招金黄金,2026-07-03,30.4048431,否,,
000507,珠海港,2026-07-03,21.11764326,否,,
000509,华塑控股,2026-07-03,34.77346152,否,,
000510,新金路,2026-07-03,211.56307824,否,,
000513,丽珠集团,2026-07-03,251.56291941,否,,
000514,渝开发,2026-07-03,21.72848622,否,,
000516,国际医学,2026-07-03,119.271788,否,,
000517,荣安地产,2026-07-03,28.04600292,否,,
000518,四环生物,2026-07-03,27.94593906,否,,
000519,中兵红箭,2026-07-03,109.18769862,否,,
000520,凤凰航运,2026-07-03,18.8305117,否,,
000521,长虹美菱,2026-07-03,26.77994844,否,,
000523,红棉股份,2026-07-03,17.6736185,否,,
000524,岭南控股,2026-06-23,33.91710795,否,,
000525,红太阳,2026-07-03,25.51020408,否,,
000526,学大教育,2026-07-03,43.05203514,否,,
000528,柳工,2026-07-03,75.93081552,否,,
000529,广弘控股,2026-07-03,16.51888159,否,,
000530,冰山冷热,2026-07-03,38.23293896,否,,
000531,穗恒运A,2026-07-03,75.10939983,否,,
000532,华金资本,2026-07-03,31.82251941,否,,
000533,顺钠股份,2026-07-03,18.57166388,否,,
000534,万泽股份,2026-07-03,86.69274702,否,,
000536,华映科技,2026-07-03,9.39551038,否,,
000537,绿发电力,2026-07-03,30.76006248,否,,
000538,云南白药,2026-07-03,1122.94967316,否,,
000539,粤电力A,2026-07-03,94.1810814,否,,
000541,佛山照明,2026-07-03,137.59481772,否,,
000543,皖能电力,2026-07-03,29.61002336,否,,
000544,中原环保,2026-07-03,25.45088975,否,,
000545,金浦钛业,2026-07-03,8.43958104,否,,
000546,金圆股份,2026-07-03,7.68662464,否,,
000547,航天发展,2026-07-03,186.98337371,否,,
000548,湖南投资,2026-07-03,7.7841782,否,,
000550,江铃汽车,2026-07-03,45.54937032,否,,
000551,创元科技,2026-07-03,135.9330195,否,,
000552,甘肃能化,2026-07-03,19.18852988,否,,
000553,安道麦A,2026-07-03,18.9549624,否,,
000554,泰山石油,2026-07-03,29.39023417,否,,
000555,神州信息,2026-07-03,23.33478537,否,,
000557,西部创业,2026-07-03,19.8950331,否,,
000558,天府文旅,2026-07-03,16.67895264,否,,
000559,万向钱潮,2026-07-03,467.96204106,否,,
000560,我爱我家,2026-07-03,8.64653236,否,,
000561,烽火电子,2026-07-03,15.51988836,否,,
000563,陕国投A,2026-07-03,40.3083109,否,,
000564,供销大集,2026-07-03,8.07798778,否,,
000565,渝三峡A,2026-07-03,38.15505171,否,,
000566,海南海药,2026-07-03,54.04307042,否,,
000567,海德股份,2026-07-03,79.11363152,否,,
000568,泸州老窖,2026-07-03,2257.7938248,否,,
000570,苏常柴A,2026-07-03,17.43096,否,,
000571,新大洲A,2026-07-03,59.90316732,否,,
000572,海马汽车,2026-07-03,13.57192992,否,,
000573,粤宏远A,2026-07-03,17.8392543,否,,
000576,甘化科工,2026-07-03,21.83358826,否,,
000581,威孚高科,2026-07-03,96.71984432,否,,
000582,北部湾港,2026-07-03,47.47685542,否,,
000586,汇源通信,2026-07-03,35.56414407,否,,
000589,贵州轮胎,2026-07-03,23.85101048,否,,
000590,古汉医药,2026-07-03,30.52335015,否,,
000591,太阳能,2026-07-03,45.15302854,否,,
000592,平潭发展,2026-07-03,34.2307227,否,,
000593,德龙汇能,2026-07-03,82.0644865,否,,
000595,宝塔实业,2026-07-03,18.91257888,否,,
000596,古井贡酒,2026-07-03,213.99476313,否,,
000597,东北制药,2026-07-03,17.11706007,否,,
000598,兴蓉环境,2026-07-03,135.90062448,否,,
000599,青岛双星,2026-07-03,16.00012827,否,,
000600,建投能源,2026-07-03,52.35551523,否,,
000601,韶能股份,2026-07-03,38.5739442,否,,
000603,盛达资源,2026-07-03,52.99711428,否,,
000605,渤海股份,2026-07-03,13.348776,否,,
000607,华媒控股,2026-07-03,7.6987696,否,,
000608,阳光股份,2026-07-03,49.85228292,否,,
000609,*ST中迪,2026-07-03,64.18628868,否,,
000610,*ST西旅,2026-07-03,13.84956036,否,,
000612,焦作万方,2026-07-03,88.7601915,否,,
000615,*ST美谷,2026-07-03,20.07068448,否,,
000617,中油资本,2026-07-03,42.9870928,否,,
000619,海螺新材,2026-07-03,33.0542568,否,,
000620,盈新发展,2026-07-03,4.239198,否,,
000623,吉林敖东,2026-07-03,432.6392532,否,,
000625,长安汽车,2026-07-03,85.21519096,否,,
000626,远大控股,2026-07-03,52.82929152,否,,
000628,高新发展,2026-07-03,120.83129223,否,,
000629,钒钛股份,2026-07-03,22.6138601,否,,
000630,铜陵有色,2026-07-03,158.42889724,否,,
000631,顺发恒能,2026-07-03,37.957593,否,,
000632,ST三木,2026-07-03,17.3115204,否,,
000633,合金投资,2026-07-03,33.92663575,否,,
000635,英力特,2026-07-03,19.31210053,否,,
000636,风华高科,2026-07-03,631.74129972,否,,
000637,茂化实华,2026-07-03,47.75246016,否,,
000639,ST西王,2026-07-03,10.7384064,否,,
000650,仁和药业,2026-07-03,100.84953975,否,,
000651,格力电器,2026-07-03,6953.3636571,否,,
000652,泰达股份,2026-07-03,75.2909321,否,,
000655,金岭矿业,2026-07-03,41.18542764,否,,
000656,金科股份,2026-07-03,6.0368867,否,,
000657,中钨高新,2026-07-03,306.40203723,否,,
000659,珠海中富,2026-07-03,37.14228448,否,,
000661,长春高新,2026-07-03,480.89414608,否,,
000663,永安林业,2026-07-03,13.64142703,否,,
000665,湖北广电,2026-07-03,14.4148725,否,,
000668,荣丰控股,2026-07-03,57.4363197,否,,
000669,ST金鸿,2026-07-03,12.30979493,否,,
000670,盈方微,2026-07-03,24.7126992,否,,
000672,上峰材料,2026-07-03,105.73723121,否,,
000676,智度股份,2026-07-03,43.62431242,否,,
000677,ST海龙,2026-07-03,22.50715896,否,,
000678,襄阳轴承,2026-07-03,35.50410759,否,,
000679,大连友谊,2026-07-03,27.39369375,否,,
000680,山推股份,2026-07-03,47.90041416,否,,
000681,视觉中国,2026-07-03,75.9385961,否,,
000682,东方电子,2026-07-03,163.74220236,否,,
000683,博源化工,2026-07-03,39.9774053,否,,
000685,中山公用,2026-07-03,150.3648,否,,
000686,东北证券,2026-07-03,56.31316257,否,,
000688,国城矿业,2026-07-03,140.72957576,否,,
000690,宝新能源,2026-07-03,187.23900132,否,,
000691,亚太实业,2026-07-03,30.57000161,否,,
000692,惠天热电,2026-07-03,36.7480663,否,,
000695,滨海能源,2026-07-03,24.80970072,否,,
000697,炼石航空,2026-07-03,29.6104959,否,,
000698,ST沈化,2026-07-03,7.6173037,否,,
000700,模塑科技,2026-07-03,237.6916608,否,,
000701,厦门信达,2026-07-03,5.2921528,否,,
000702,正虹科技,2026-07-03,10.5709878,否,,
000703,恒逸石化,2026-07-03,113.77981888,否,,
000705,浙江震元,2026-07-03,29.52226744,否,,
000707,双环科技,2026-07-03,11.0100653,否,,
000708,中信特钢,2026-07-03,59.13759968,否,,
000709,河钢股份,2026-07-03,14.74920937,否,,
000710,贝瑞基因,2026-07-03,20.34350714,否,,
000711,ST京蓝,2026-07-03,39.46626918,否,,
000712,锦龙股份,2026-07-03,89.5253512,否,,
000713,国投丰乐,2026-07-03,26.2696995,否,,
000715,中兴商业,2026-07-03,25.14644714,否,,
000716,黑芝麻,2026-07-03,15.112479,否,,
000717,中南股份,2026-07-03,8.4474082,否,,
000718,苏宁环球,2026-07-03,16.14239264,否,,
000719,中原传媒,2026-07-03,50.22401408,否,,
000720,新能泰山,2026-07-03,20.30983404,否,,
000721,西安饮食,2026-07-03,18.37096032,否,,
000722,湖南发展,2026-07-03,34.22001525,否,,
000723,美锦能源,2026-07-03,21.26571437,否,,
000725,京东方A,2026-07-03,32.31561802,否,,
000726,鲁泰A,2026-07-03,48.7800927,否,,
000727,冠捷科技,2026-07-03,10.71440939,否,,
000728,国元证券,2026-07-03,19.05024489,否,,
000729,燕京啤酒,2026-07-03,71.8429296,否,,
000731,四川美丰,2026-07-03,42.06313584,否,,
000733,振华科技,2026-07-03,99.83602615,否,,
000735,罗牛山,2026-07-03,15.80151888,否,,
000736,中交发展,2026-07-03,10.763379,否,,
000737,北方铜业,2026-07-03,37.2569174,否,,
000738,航发控制,2026-07-03,25.68781875,否,,
000739,普洛药业,2026-07-03,200.64217056,否,,
000750,国海证券,2026-07-03,42.57708462,否,,
000751,锌业股份,2026-07-03,11.5796151,否,,
000752,*ST西发,2026-07-03,31.6084209,否,,
000753,漳州发展,2026-07-03,37.59255494,否,,
000755,山西高速,2026-07-03,9.74964092,否,,
000756,新华制药,2026-07-03,22.96805553,否,,
000757,浩物股份,2026-07-03,9.09045888,否,,
000758,中色股份,2026-07-03,88.92451479,否,,
000759,中百集团,2026-07-03,39.5978184,否,,
000761,本钢板材,2026-07-03,3.9367196,否,,
000762,西藏矿业,2026-07-03,112.85097432,否,,
000766,通化金马,2026-07-03,57.3754077,否,,
000767,晋控电力,2026-07-03,30.41076833,否,,
000768,中航西飞,2026-07-03,145.65089039,否,,
000776,广发证券,2026-07-03,152.87580324,否,,
000777,中核科技,2026-07-03,104.593372,否,,
000778,新兴铸管,2026-07-03,43.64706412,否,,
000779,甘咨询,2026-07-03,13.5871176,否,,
000782,恒申新材,2026-07-03,18.15387976,否,,
000783,长江证券,2026-07-03,59.03855626,否,,
000785,居然智家,2026-07-03,10.70584825,否,,
000786,北新建材,2026-07-03,174.0346675,否,,
000788,北大医药,2026-07-03,13.8434625,否,,
000789,万年青,2026-07-03,22.3367465,否,,
000790,华神科技,2026-07-03,35.87074207,否,,
000791,甘肃能源,2026-07-03,24.23636575,否,,
000792,盐湖股份,2026-07-03,183.12848222,否,,
000793,*ST华闻,2026-07-03,25.96707696,否,,
000795,英洛华,2026-07-03,33.85967998,否,,
000796,凯撒旅业,2026-07-03,27.59358162,否,,
000797,中国武夷,2026-07-03,11.98519164,否,,
000798,中水渔业,2026-07-03,12.54562352,否,,
000799,酒鬼酒,2026-07-03,72.7249512,否,,
000800,一汽解放,2026-07-03,12.797206,否,,
000801,四川九洲,2026-07-03,138.7581204,否,,
000802,北京文化,2026-07-03,7.77823596,否,,
000803,山高环能,2026-07-03,26.53263324,否,,
000807,云铝股份,2026-07-03,127.29883188,否,,
000809,和展能源,2026-07-03,7.4001235,否,,
000810,创维数字,2026-07-03,73.48356508,否,,
000811,冰轮环境,2026-07-03,859.69104975,否,,
000812,陕西金叶,2026-07-03,18.97513475,否,,
000813,德展健康,2026-07-03,9.21549849,否,,
000815,美利云,2026-07-03,36.18595134,否,,
000816,智慧农业,2026-07-03,14.32962843,否,,
000818,航锦科技,2026-07-03,22.53964482,否,,
000819,岳阳兴长,2026-07-03,65.37143752,否,,
000820,*ST节能,2026-07-03,3.75431472,否,,
000821,ST京机,2026-07-03,15.96660366,否,,
000822,山东海化,2026-07-03,7.953042,否,,
000823,超声电子,2026-07-03,50.89511714,否,,
000825,太钢不锈,2026-07-03,21.12520646,否,,
000826,*ST启环,2026-07-03,12.18352878,否,,
000828,东莞控股,2026-07-03,33.25295864,否,,
000829,天音控股,2026-07-03,91.34216086,否,,
000830,鲁西化工,2026-07-03,81.56111376,否,,
000831,中国稀土,2026-07-03,163.63243215,否,,
000833,粤桂股份,2026-07-03,34.1890925,否,,
000837,秦川机床,2026-07-03,38.6413896,否,,
000838,*ST发展,2026-07-03,17.88610488,否,,
000839,国安股份,2026-07-03,43.21200462,否,,
000848,承德露露,2026-07-03,221.65684617,否,,
000850,华茂股份,2026-07-03,28.19564884,否,,
000852,石化机械,2026-07-03,22.083969,否,,
000856,冀东装备,2026-07-03,8.05131264,否,,
000858,五粮液,2026-07-03,1279.81944364,否,,
000859,国风新材,2026-07-03,25.83575043,否,,
000860,顺鑫农业,2026-07-03,21.30988239,否,,
000862,银星能源,2026-07-03,9.53152277,否,,
000863,三湘印象,2026-07-03,14.8113328,否,,
000868,安凯客车,2026-07-03,13.26848955,否,,
000869,张裕A,2026-07-03,65.15667684,否,,
000875,电投绿能,2026-07-03,5.92623375,否,,
000876,新希望,2026-07-03,94.91855586,否,,
000877,天山股份,2026-07-03,21.34730224,否,,
000878,云南铜业,2026-07-03,39.11225472,否,,
000880,潍柴重机,2026-07-03,132.71991481,否,,
000881,中广核技,2026-07-03,25.15435933,否,,
000882,华联股份,2026-07-03,3.05823195,否,,
000883,湖北能源,2026-07-03,20.36035808,否,,
000885,城发环境,2026-07-03,26.9924936,否,,
000886,海南高速,2026-07-03,9.5627868,否,,
000887,中鼎股份,2026-07-03,132.97858215,否,,
000888,峨眉山A,2026-07-03,46.76663228,否,,
000889,中嘉博创,2026-07-03,13.25244312,否,,
000890,法尔胜,2026-07-03,22.50152688,否,,
000892,欢瑞世纪,2026-07-03,8.50225338,否,,
000893,亚钾国际,2026-07-03,69.17087056,否,,
000895,双汇发展,2026-07-03,558.9011076,否,,
000897,津滨发展,2026-07-03,7.6034081,否,,
000898,鞍钢股份,2026-07-03,4.98540609,否,,
000899,赣能股份,2026-07-03,29.79263088,否,,
000900,现代投资,2026-07-03,45.52027844,否,,
000901,航天科技,2026-07-03,92.872962,否,,
000902,新洋丰,2026-07-03,36.71315848,否,,
000903,ST云动,2026-07-03,17.3635917,否,,
000905,厦门港务,2026-07-03,18.91087658,否,,
000906,浙商中拓,2026-07-03,23.6679185,否,,
000908,石药景峰,2026-07-03,22.58007744,否,,
000909,*ST数源,2026-07-03,6.7891086,否,,
000910,大亚圣象,2026-07-03,13.65896016,否,,
000911,*ST广糖,2026-07-03,5.86607854,否,,
000912,泸天化,2026-07-03,5.9603904,否,,
000913,钱江摩托,2026-07-03,25.60551864,否,,
000915,华特达因,2026-07-03,79.14790064,否,,
000917,电广传媒,2026-07-03,42.0348432,否,,
000919,金陵药业,2026-07-03,18.40441698,否,,
000920,沃顿科技,2026-07-03,33.7548144,否,,
000921,海信家电,2026-07-03,35.55513678,否,,
000922,佳电股份,2026-07-03,36.33524851,否,,
000923,河钢资源,2026-07-03,15.61970241,否,,
000925,众合科技,2026-07-03,27.98519936,否,,
000926,福星股份,2026-07-03,9.96992361,否,,
000927,中国铁物,2026-07-03,2.84611044,否,,
000928,中钢国际,2026-07-03,12.70633896,否,,
000929,兰州黄河,2026-07-03,15.3364377,否,,
000930,中粮科技,2026-07-03,23.10506122,否,,
000931,中关村,2026-07-03,5.68580496,否,,
000932,华菱钢铁,2026-07-03,9.76910082,否,,
000933,神火股份,2026-07-03,263.97505586,否,,
000935,四川双马,2026-07-03,52.9262411,否,,
000936,华西股份,2026-07-03,24.56248944,否,,
000937,冀中能源,2026-07-03,51.61695987,否,,
000938,紫光股份,2026-07-03,144.47668996,否,,
000948,南天信息,2026-07-03,20.5404808,否,,
000949,新乡化纤,2026-07-03,23.4478703,否,,
000950,重药控股,2026-07-03,11.6129748,否,,
000951,中国重汽,2026-07-03,93.88477335,否,,
000952,广济药业,2026-07-03,7.19438976,否,,
000953,中哲精化,2026-07-03,10.91139424,否,,
000955,欣龙控股,2026-07-03,8.29780056,否,,
000957,中通客车,2026-07-03,39.3337092,否,,
000958,电投产融,2026-07-03,19.82049408,否,,
000959,首钢股份,2026-07-03,6.20099668,否,,
000960,锡业股份,2026-07-03,111.90424784,否,,
000962,东方钽业,2026-07-03,191.77800484,否,,
000963,华东医药,2026-07-03,289.8313485,否,,
000965,天保基建,2026-07-03,8.75644245,否,,
000966,长源电力,2026-07-03,11.94964701,否,,
000967,盈峰环境,2026-07-03,51.47396624,否,,
000968,蓝焰控股,2026-07-03,9.6122375,否,,
000969,安泰科技,2026-07-03,129.14645298,否,,
000970,中科三环,2026-07-03,232.43593056,否,,
000972,中基健康,2026-07-03,8.93775428,否,,
000973,佛塑科技,2026-07-03,40.53960192,否,,
000975,山金国际,2026-07-03,222.03614592,否,,
000977,浪潮信息,2026-07-03,333.2451309,否,,
000978,桂林旅游,2026-07-03,13.14912906,否,,
000980,众泰汽车,2026-07-03,3.09354276,否,,
000981,山子高科,2026-07-03,20.04110624,否,,
000983,山西焦煤,2026-07-03,58.18274252,否,,
000985,大庆华科,2026-07-03,19.07407511,否,,
000987,越秀资本,2026-07-03,55.19368383,否,,
000988,华工科技,2026-07-03,1078.77922325,否,,
000989,九芝堂,2026-07-03,38.65325034,否,,
000990,诚志股份,2026-07-03,21.1640847,否,,
000993,闽东电力,2026-07-03,10.8961428,否,,
000995,皇台酒业,2026-07-03,10.99166733,否,,
000997,新大陆,2026-07-03,147.9220464,否,,
000998,隆平高科,2026-07-03,71.84605725,否,,
000999,华润三九,2026-07-03,73.85565231,否,,
001201,东瑞股份,2026-07-03,19.64467648,否,,
001202,炬申股份,2026-07-03,20.00456744,否,,
001203,大中矿业,2026-07-03,34.46484552,否,,
001205,盛航股份,2026-07-03,19.99937961,否,,
001206,依依股份,2026-07-03,44.4084952,否,,
001207,联科科技,2026-07-03,24.12427458,否,,
001208,华菱线缆,2026-07-03,15.17841182,否,,
001209,洪兴股份,2026-07-03,25.3567769,否,,
001210,金房能源,2026-07-03,58.17757725,否,,
001211,双枪科技,2026-07-03,34.27304504,否,,
001212,中旗新材,2026-07-03,83.27834023,否,,
001213,中铁特货,2026-07-03,3.67031269,否,,
001215,千味央厨,2026-07-03,37.91304124,否,,
001216,华瓷股份,2026-07-03,16.319765,否,,
001217,华尔泰,2026-07-03,9.509211,否,,
001218,丽臣实业,2026-07-03,39.06730872,否,,
001219,青岛食品,2026-07-03,29.45623154,否,,
001220,世盟股份,2026-07-03,30.16635264,否,,
001221,悍高集团,2026-07-03,42.31262937,否,,
001222,源飞宠物,2026-07-03,20.413708,否,,
001223,欧克科技,2026-07-03,86.036769,否,,
001225,和泰机电,2026-07-03,48.4438823,否,,
001226,拓山重工,2026-07-03,50.26798848,否,,
001227,兰州银行,2026-07-03,2.44690656,否,,
001228,永泰运,2026-07-03,31.0695814,否,,
001229,魅视科技,2026-07-03,52.36342272,否,,
001230,劲旅环境,2026-07-03,29.63728845,否,,
001231,农心科技,2026-07-03,19.75367625,否,,
001233,海安集团,2026-07-03,47.66777024,否,,
001234,泰慕士,2026-07-03,23.4423377,否,,
001236,弘业期货,2026-07-03,7.36245306,否,,
001237,惠康科技,2026-07-03,67.56,否,,
001238,浙江正特,2026-07-03,40.08134066,否,,
001239,永达股份,2026-07-03,13.26,否,,
001255,博菲电气,2026-07-03,26.8591435,否,,
001256,炜冈科技,2026-07-03,31.07992038,否,,
001257,盛龙股份,2026-07-03,27.98108907,否,,
001258,立新能源,2026-07-03,7.282186,否,,
001259,利仁科技,2026-07-03,65.1712565,否,,
001260,坤泰股份,2026-07-03,17.68218705,否,,
001266,宏英智能,2026-07-03,69.22151265,否,,
001267,汇绿生态,2026-07-03,47.4902518,否,,
001268,联合精密,2026-07-03,41.3827262,否,,
001269,欧晶科技,2026-07-03,30.382768,否,,
001270,铖昌科技,2026-07-03,299.62491216,否,,
001277,速达股份,2026-07-03,29.59566714,否,,
001278,一彬科技,2026-07-03,16.47960472,否,,
001279,强邦新材,2026-07-03,28.22583228,否,,
001280,中国铀业,2026-07-03,66.31,否,,
001282,三联锻造,2026-07-03,39.09310972,否,,
001283,豪鹏科技,2026-07-03,67.9330112,否,,
001285,瑞立科密,2026-07-03,43.54089915,否,,
001286,陕西能源,2026-07-03,12.26338799,否,,
001287,中电港,2026-07-03,29.17982537,否,,
001288,运机集团,2026-07-03,36.93181872,否,,
001289,龙源电力,2026-07-03,16.58065685,否,,
001296,长江材料,2026-07-03,40.2090462,否,,
001298,好上好,2026-07-03,90.59027796,否,,
001299,美能能源,2026-07-03,19.72138819,否,,
001300,三柏硕,2026-07-03,11.6535132,否,,
001301,尚太科技,2026-07-03,90.54198634,否,,
001306,夏厦精密,2026-07-03,64.27770374,否,,
001308,康冠科技,2026-07-03,39.9915388,否,,
001309,德明利,2026-07-03,2261.27632797,否,,
001311,多利科技,2026-07-03,52.76032512,否,,
001312,福恩股份,2026-07-03,19.6420788,否,,
001313,粤海饲料,2026-07-03,8.01630123,否,,
001314,亿道信息,2026-07-03,60.8994342,否,,
001316,润贝航科,2026-07-03,70.35406528,否,,
001317,三羊马,2026-07-03,49.26488477,否,,
001318,阳光乳业,2026-07-03,11.11053405,否,,
001319,铭科精技,2026-07-03,24.7361449,否,,
001322,箭牌家居,2026-07-03,6.61047589,否,,
001323,慕思股份,2026-07-03,22.7220672,否,,
001324,长青科技,2026-07-03,20.45567265,否,,
001325,元创股份,2026-07-03,38.75079472,否,,
001326,联域股份,2026-07-03,65.3878395,否,,
001328,登康口腔,2026-07-03,29.65191855,否,,
001330,博纳影业,2026-07-03,5.49,否,,
001331,胜通能源,2026-07-03,221.21268337,否,,
001332,锡装股份,2026-07-03,75.9516332,否,,
001333,光华股份,2026-07-03,21.53302654,否,,
001335,信凯科技,2026-07-03,37.9552524,否,,
001336,楚环科技,2026-07-03,23.2948189,否,,
001337,四川黄金,2026-07-03,42.80705234,否,,
001338,永顺泰,2026-07-03,9.4387905,否,,
001339,智微智能,2026-07-03,127.708035,否,,
001356,富岭股份,2026-07-03,8.71257486,否,,
001358,兴欣新材,2026-07-03,40.565264,否,,
001359,平安电工,2026-07-03,156.18202716,否,,
001360,南矿集团,2026-07-03,18.622062,否,,
001365,天海电子,2026-07-03,42.38,否,,
001366,播恩集团,2026-07-03,11.81195898,否,,
001367,海森药业,2026-07-03,45.47698147,否,,
001368,通达创智,2026-07-03,24.19232598,否,,
001369,双欣材料,2026-07-03,13.44739913,否,,
001373,翔腾新材,2026-07-03,31.0403709,否,,
001376,百通能源,2026-07-03,11.0895466,否,,
001378,德冠新材,2026-07-03,27.78466383,否,,
001379,腾达科技,2026-07-03,16.76988344,否,,
001380,华纬科技,2026-07-03,37.5100361,否,,
001382,新亚电缆,2026-07-03,16.6381446,否,,
001386,马可波罗,2026-07-03,15.21974278,否,,
001387,雪祺电气,2026-07-03,18.2165355,否,,
001388,信通电子,2026-07-03,28.07490574,否,,
001389,广合科技,2026-07-03,206.154417,否,,
001390,古麒绒材,2026-07-03,20.24,否,,
001391,国货航,2026-07-03,4.36033476,否,,
001393,维通利,2026-07-03,52.44,否,,
001395,亚联机械,2026-07-03,33.2568138,否,,
001396,誉帆科技,2026-07-03,36.29020042,否,,
001399,惠科股份,2026-07-03,42.14,否,,
001400,江顺科技,2026-07-03,177.63004297,否,,
001696,宗申动力,2026-07-03,441.33698003,否,,
001872,招商港口,2026-07-03,87.5782983,否,,
001896,豫能控股,2026-07-03,17.80461386,否,,
001914,招商积余,2026-07-03,57.85979997,否,,
001965,招商公路,2026-07-03,12.45306865,否,,
001979,招商蛇口,2026-07-03,9.16914635,否,,
002001,新和成,2026-07-03,1067.85546,否,,
002003,伟星股份,2026-07-03,171.15270172,否,,
002004,华邦健康,2026-07-03,81.22525216,否,,
002005,ST德豪,2026-07-03,18.81901275,否,,
002006,精工科技,2026-07-03,93.61093794,否,,
002007,华兰生物,2026-07-03,445.89243664,否,,
002008,大族激光,2026-07-03,1300.36659508,否,,
